context_index,category,question,new_category
1439,"neurology, genetics, immunology, psychiatry",Define autism spectrum disorder (ASD) and discuss the potential environmental and genetic factors contributing to its etiology.,psychiatry
2488,orthopaedics,Describe the biopsychosocial model presented by George Engel and its application in assessing pain in patients with OA.,psychiatry
354,psychology,"Outline the academic institutionalization of comparative psychology in the 19th century, including the establishment of the first university courses and professorships in this field.",psychiatry
614,"psychiatry, biochemistry, neurology",Describe the H-NMR-based metabolomic study and its role in identifying potential biomarkers for bipolar disorder.,psychiatry
593,"pediatrics, dermatology, psychiatry, pharmacology, ent","How can mental stress contribute to the exacerbation of hematohidrosis symptoms, and what psychiatric interventions may be beneficial?",psychiatry
2336,"psychiatry, neurology",Explain the importance of validating assessment tools in psychiatry and provide an example with the Montreal Cognitive Assessment (MoCA) or the Short Version of the Panic Agoraphobic Spectrum (PAS-SV) questionnaire.,psychiatry
285,psychiatry,"What were the common psychiatric treatments and interventions used at the New York State Lunatic Asylum, and how have they changed over time?",psychiatry
1651,"psychiatry, neurology, pharmacology",Describe the traditional treatment options for ADHD and the reasons for the shift towards non-stimulant medications.,psychiatry
2045,psychiatry,Discuss the role of the consumer/survivor/ex-patient (C/S/X) movement in the evolution of mental health services and the value of experiential knowledge.,psychiatry
405,"psychiatry, cardiology, public health",Define Major Depressive Disorder (MDD) and discuss its global prevalence and impact on health.,psychiatry
1884,public health,Define emotional intelligence (EI) and describe its four components as per Mayer and Salovey's model.,psychiatry
466,psychiatry,"Explain the potential impact of thyroid hormone levels, specifically free thyroxine (FT4), on the risk of physical violence in patients with BD-M.",psychiatry
2089,"public health, psychiatry, obstetrics gynaecology",Explain the stepped care approach in perinatal mental healthcare and the importance of training and supervision in this model.,psychiatry
1651,"psychiatry, neurology, pharmacology",Explain how adult ADHD can impact quality of life and the importance of increasing awareness and research in this field.,psychiatry
405,"psychiatry, cardiology, public health",Discuss the recommendations by medical organizations regarding the assessment and inclusion of physical activity in healthcare settings for patients with depression.,psychiatry
1587,"psychiatry, neurology, microbiology",Describe the role of short-chain fatty acids (SCFAs) in gut homeostasis and their potential impact on mental health.,psychiatry
614,"psychiatry, biochemistry, neurology",Explain the significance of identifying biomarkers in the diagnosis and treatment of bipolar disorder.,psychiatry
103,psychiatry,Describe the dual n-back task and its significance in WM training studies.,psychiatry
1665,"public health, psychiatry","How do gender, age, and socioeconomic status influence the likelihood of developing mental health disorders post-disasters?",psychiatry
135,geriatrics,"Explore the experiences of persons with dementia (PWD) with driving cessation, including how they approached and managed this transition.",psychiatry
2151,"medicine, psychiatry, orthopaedics",Describe the pathophysiological mechanisms by which anxiety can influence bone health and contribute to osteoporosis.,psychiatry
715,"pharmacology, psychiatry",How does the GABAergic hypothesis of depression differ from the monoamine and glutamatergic hypotheses?,psychiatry
1626,"psychiatry, pediatrics, public health",Define Autism Spectrum Disorder (ASD) and describe its core deficits.,psychiatry
361,"neurology, pediatrics, psychiatry",Describe the similarities and differences between Sensory Processing Disorders (SPD) and ASD.,psychiatry
1587,"psychiatry, neurology, microbiology",Explain the role of BDNF in depression and how it is affected by antidepressant medications.,psychiatry
1473,"cardiology, psychiatry",Discuss the impact of depression on the prognosis of patients with HF.,psychiatry
466,psychiatry,Describe the role of serum uric acid (UA) levels as a clinical marker for the risk of physical violence in patients with BD-M and discuss the potential mechanisms involved.,psychiatry
356,"cardiology, genetics",How does the psychological impact of exercise restrictions affect patients with inherited cardiac conditions?,psychiatry
1665,"public health, psychiatry",Discuss the role of social stigma in the management and treatment of mental health issues in disaster-affected areas.,psychiatry
405,"psychiatry, cardiology, public health","Based on the DSM-5 criteria, list the requirements for a diagnosis of Major Depressive Disorder.",psychiatry
1079,"immunology, public health, psychiatry",Identify and explain the potential neuropsychiatric manifestations that have been reported following COVID-19 vaccination.,psychiatry
1665,"public health, psychiatry",What are some of the long-term mental health sequelae that can arise from experiencing a natural disaster?,psychiatry
2061,psychiatry,"What are the limitations of using binary classification for mental health outcomes in machine learning models, and how might this impact the interpretation of results?",psychiatry
405,"psychiatry, cardiology, public health",Describe the potential biological and psychological mechanisms by which exercise may alleviate depressive symptoms.,psychiatry
601,psychiatry,Explain the minority stress hypothesis and how it relates to psychological distress among LGB individuals.,psychiatry
2188,psychiatry,What is the neutrophil/lymphocyte ratio (NLR) and how is it used as a biomarker in schizophrenia?,psychiatry
1675,ophthalmology,What is phonemic awareness and why is it important for early decoding ability in reading?,psychiatry
2040,"oncology, psychiatry, public health","Discuss the mediation effects of confrontation, avoidance, and acceptance-resignation coping on the association between self-compassion and body image disturbance.",psychiatry
1734,"medicine, public health, psychiatry","Discuss the association between long work hours and the risk of burnout, anxiety, and depression in medical doctors.",psychiatry
2002,"emergency medicine, public health","How might prior harmful experiences with law enforcement among patients of Black, Latinx, and Indigenous descent affect their perception of police transport following a traumatic injury?",psychiatry
